159	9	Cyan Stained Clay
159	10	Purple Stained Clay
159	11	Blue Stained Clay
159	12	Brown Stained Clay
159	13	Green Stained Clay
159	14	Red Stained Clay
159	15	Black Stained Clay
160	0	White Stained Glass Pane
160	1	Orange Stained Glass Pane
160	2	Magenta Stained Glass Pane
160	3	Light Blue Stained Glass Pane
160	4	Yellow Stained Glass Pane
160	5	Lime Stained Glass Pane
160	6	Pink Stained Glass Pane
160	7	Gray Stained Glass Pane
160	8	Light Gray Stained Glass Pane
160	9	Cyan Stained Glass Pane
160	10	Purple Stained Glass Pane
160	11	Blue Stained Glass Pane
160	12	Brown Stained Glass Pane
160	13	Green Stained Glass Pane
160	14	Red Stained Glass Pane
160	15	Black Stained Glass Pane
161	0	Acacia Leaves
161	1	Dark Oak Leaves
162	0	Acacia Wood
162	1	Dark Oak Wood
163	0	Acacia Wood Stairs
164	0	Dark Oak Wood Stairs
165	0	Slime Block
166	0	Barrier
167	0	Iron Trapdoor
170	0	Hay Bale
171	0	White Carpet
171	1	Orange Carpet
171	2	Magenta Carpet
171	3	Light Blue Carpet
171	4	Yellow Carpet
171	5	Lime Carpet
171	6	Pink Carpet
171	7	Gray Carpet
171	8	Light Gray Carpet
171	9	Cyan Carpet
171	10	Purple Carpet
171	11	Blue Carpet
171	12	Brown Carpet
171	13	Green Carpet
171	14	Red Carpet
171	15	Black Carpet
172	0	Hardened Clay
173	0	Block of Coal
174	0	Packed Ice
175	0	Sunflower
175	1	Lilac
175	2	Double Tallgrass
175	3	Large Fern
175	4	Rose Bush
175	5	Peony
256	0	Iron Shovel
257	0	Iron Pickaxe
258	0	Iron Axe
259	0	Flint and Steel
260	0	Apple
261	0	Bow
262	0	Arrow
263	0	Coal
263	1	Charcoal
264	0	Diamond
265	0	Iron Ingot
266	0	Gold Ingot
267	0	Iron Sword
268	0	Wooden Sword
269	0	Wooden Shovel
270	0	Wooden Pickaxe
271	0	Wooden Axe
272	0	Stone Sword
273	0	Stone Shovel
274	0	Stone Pickaxe
275	0	Stone Axe
276	0	Diamond Sword
277	0	Diamond Shovel
278	0	Diamond Pickaxe
279	0	Diamond Axe
280	0	Stick
281	0	Bowl
282	0	Mushroom Soup
283	0	Gold Sword
284	0	Gold Shovel
285	0	Gold Pickaxe
286	0	Gold Axe
287	0	String
288	0	Feather
289	0	Sulphur
290	0	Wooden Hoe
291	0	Stone Hoe
292	0	Iron Hoe
293	0	Diamond Hoe
294	0	Gold Hoe
295	0	Wheat Seeds
296	0	Wheat
297	0	Bread
298	0	Leather Helmet
299	0	Leather Chestplate
300	0	Leather Leggings
301	0	Leather Boots
302	0	Chainmail Helmet
303	0	Chainmail Chestplate
304	0	Chainmail Leggings
305	0	Chainmail Boots
306	0	Iron Helmet
307	0	Iron Chestplate
308	0	Iron Leggings
309	0	Iron Boots
310	0	Diamond Helmet
311	0	Diamond Chestplate
312	0	Diamond Leggings
313	0	Diamond Boots
314	0	Gold Helmet
315	0	Gold Chestplate
316	0	Gold Leggings
317	0	Gold Boots
318	0	Flint
319	0	Raw Porkchop
320	0	Cooked Porkchop
321	0	Painting
322	0	Golden Apple
322	1	Enchanted Golden Apple
323	0	Sign
324	0	Wooden Door
325	0	Bucket
326	0	Water Bucket
327	0	Lava Bucket
328	0	Minecart
329	0	Saddle
330	0	Iron Door
331	0	Redstone
332	0	Snowball
333	0	Boat
334	0	Leather
335	0	Milk Bucket
336	0	Clay Brick
337	0	Clay Balls
338	0	Sugarcane
339	0	Paper
340	0	Book
341	0	Slimeball
342	0	Storage Minecart
343	0	Powered Minecart
344	0	Egg
345	0	Compass
346	0	Fishing Rod
347	0	Clock
348	0	Glowstone Dust
349	0	Raw Fish
349	1	Raw Salmon
349	2	Clownfish
349	3	Pufferfish
350	0	Cooked Fish
350	1	Cooked Salmon
351	0	Ink Sack
351	1	Rose Red
351	2	Cactus Green
351	3	Coco Beans
351	4	Lapis Lazuli
351	5	Purple Dye
351	6	Cyan Dye
351	7	Light Gray Dye
351	8	Gray Dye
351	9	Pink Dye
351	10	Lime Dye
351	11	Dandelion Yellow
351	12	Light Blue Dye
351	13	Magenta Dye
351	14	Orange Dye
351	15	Bone Meal
352	0	Bone
353	0	Sugar
354	0	Cake
355	0	Bed
356	0	Redstone Repeater
357	0	Cookie
358	0	Map
359	0	Shears
360	0	Melon
361	0	Pumpkin Seeds
362	0	Melon Seeds
363	0	Raw Beef
364	0	Steak
365	0	Raw Chicken
366	0	Cooked Chicken
367	0	Rotten Flesh
368	0	Ender Pearl
369	0	Blaze Rod
370	0	Ghast Tear
371	0	Gold Nugget
372	0	Nether Wart Seeds
373	0	Potion
374	0	Glass Bottle
375	0	Spider Eye
376	0	Fermented Spider Eye
377	0	Blaze Powder
378	0	Magma Cream
379	0	Brewing Stand
380	0	Cauldron
381	0	Eye of Ender
382	0	Glistering Melon
383	50	Spawn Creeper
383	51	Spawn Skeleton
383	52	Spawn Spider
383	54	Spawn Zombie
383	55	Spawn Slime
383	56	Spawn Ghast
383	57	Spawn Pigman
383	58	Spawn Enderman
383	59	Spawn Cave Spider
383	60	Spawn Silverfish
383	61	Spawn Blaze
383	62	Spawn Magma Cube
383	65	Spawn Bat
383	66	Spawn Witch
383	90	Spawn Pig
383	91	Spawn Sheep
383	92	Spawn Cow
383	93	Spawn Chicken
383	94	Spawn Squid
383	95	Spawn Wolf
383	96	Spawn Mooshroom
383	98	Spawn Ocelot
383	100	Spawn Horse
383	120	Spawn Villager
384	0	Bottle o' Enchanting
385	0	Fire Charge
386	0	Book and Quill
387	0	Written Book
388	0	Emerald
389	0	Item Frame
390	0	Flower Pot
391	0	Carrot
392	0	Potato
393	0	Baked Potato
394	0	Poisonous Potato
395	0	Map
396	0	Golden Carrot
397	0	Mob Head (Skeleton)
397	1	Mob Head (Wither Skeleton)
397	2	Mob Head (Zombie)
397	3	Mob Head (Human)
397	4	Mob Head (Creeper)
398	0	Carrot on a Stick
399	0	Nether Star
400	0	Pumpkin Pie
401	0	Firework Rocket
402	0	Firework Star
403	0	Enchanted Book
404	0	Redstone Comparator
405	0	Nether Brick
406	0	Nether Quartz
407	0	Minecart with TNT
408	0	Minecart with Hopper
417	0	Iron Horse Armor
418	0	Gold Horse Armor
419	0	Diamond Horse Armor
420	0	Lead
421	0	Name Tag
422	0	Minecart with Command Block
2256	0	13 Disc
2257	0	Cat Disc
2258	0	Blocks Disc
2259	0	Chirp Disc
2260	0	Far Disc
2261	0	Mall Disc
2262	0	Mellohi Disc
2263	0	Stal Disc
2264	0	Strad Disc
2265	0	Ward Disc
2266	0	11 Disc
2267	0	Wait Disc
